resort,observation_date,region,reach,question,treatment,transect,dist,plot_id,species_code,browse,percent_cover,datasheet_page,notes,scientific_name,common_name,vegetation_type,beaver_preference,x,percent_cover_num,circle_name,observation_date.only
879,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,20,CCNWCH020,RHME,no,trace,21,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,0.5,H020,2022-11-02
880,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,20,CCNWCH020,STSP,no,3,21,NA,Struthiopteris spicant,deer fern,NA,NA,NA,3,H020,2022-11-02
881,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,20,CCNWCH020,TITR,no,15,21,NA,Tiarella trifoliata,foam flower,NA,NA,NA,15,H020,2022-11-02
882,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,20,CCNWCH020,VAPA,no,7,21,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,7,H020,2022-11-02
883,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,20,CCNWCH020,VIXXSP,no,5,21,NA,Viola sp.,violet species,NA,NA,NA,5,H020,2022-11-02
884,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,20,CCNWCH020,MADI,no,1,21,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,H020,2022-11-02
885,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,20,CCNWCH020,ASCA,no,trace,21,NA,Asaram caudatum,wild ginger,NA,NA,NA,0.5,H020,2022-11-02
886,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,20,CCNWCH020,CLSI,no,trace,21,NA,Claytonia sibirica,miners lettuce or candy flower,NA,NA,NA,0.5,H020,2022-11-02
887,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,20,CCNWCH020,ACTR,no,trace,21,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,0.5,H020,2022-11-02
888,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,20,CCNWCH020,TOME,no,trace,21,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,0.5,H020,2022-11-02
889,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,20,CCNWCH020,LYAM,no,trace,21,NA,Lysichiton americanus,skunk cabbage,NA,NA,NA,0.5,H020,2022-11-02
890,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,PSME,no,45,21,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,45,H075,2022-11-02
891,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,THPL,no,35,21,NA,Thuja plicata,western redcedar,tree,NA,NA,35,H075,2022-11-02
892,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,TSHE,no,35,21,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,35,H075,2022-11-02
893,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,ATFE,no,50,21,NA,Athyrium filix-femina,lady fern,NA,NA,NA,50,H075,2022-11-02
894,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,CIAL,no,1,21,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,1,H075,2022-11-02
895,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,COSC,no,25,21,NA,Corydalis scouleri,corydalis,NA,NA,NA,25,H075,2022-11-02
896,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,GATR,no,trace,21,NA,Galium triflorum,galium,NA,NA,NA,0.5,H075,2022-11-02
897,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,GYDI,no,1,21,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,1,H075,2022-11-02
898,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,GOOB,no,trace,21,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,0.5,H075,2022-11-02
899,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,HYTE,no,5,21,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,5,H075,2022-11-02
900,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,MAST,no,1,21,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,1,H075,2022-11-02
901,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,OPHO,no,10,21,NA,Oplopanax horridus,devil's club,NA,NA,NA,10,H075,2022-11-02
902,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,POMU,no,7,21,NA,Polystichum munitum,sword fern,NA,NA,NA,7,H075,2022-11-02
903,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,STSP,no,10,21,NA,Struthiopteris spicant,deer fern,NA,NA,NA,10,H075,2022-11-02
904,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,TITR,no,1,21,NA,Tiarella trifoliata,foam flower,NA,NA,NA,1,H075,2022-11-02
905,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,VAPA,no,trace,21,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,0.5,H075,2022-11-02
906,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,VIXXSP,no,1,21,NA,Viola sp.,violet species,NA,NA,NA,1,H075,2022-11-02
907,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,ASCA,no,trace,21,NA,Asaram caudatum,wild ginger,NA,NA,NA,0.5,H075,2022-11-02
908,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,TROV,no,trace,21,NA,Trillium ovatum,trillium,NA,NA,NA,0.5,H075,2022-11-02
909,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,CLSI,no,1,21,NA,Claytonia sibirica,miners lettuce or candy flower,NA,NA,NA,1,H075,2022-11-02
910,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,CLUN,no,1,21,NA,Clintonia uniflora,queens cups,NA,NA,NA,1,H075,2022-11-02
911,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,DRAR,no,trace,21,NA,Dryopteris arguta,wood fern,NA,NA,NA,0.5,H075,2022-11-02
912,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,ADBI,no,trace,21,NA,Adenocaulon bicolor,trail plant or pathfinder,NA,NA,NA,0.5,H075,2022-11-02
913,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,TOME,no,trace,21,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,0.5,H075,2022-11-02
914,2022-11-02T13:15:59Z,Charley Creek,WillowNorth,Willow,no,H,75,CCNWCH075,ACRU,no,trace,21,NA,Actaea rubra,red baneberry,NA,NA,NA,0.5,H075,2022-11-02
915,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,PSME,no,30,22,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,30,H130,2022-11-02
916,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,TSHE,no,70,22,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,70,H130,2022-11-02
917,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,GATR,no,trace,22,NA,Galium triflorum,galium,NA,NA,NA,0.5,H130,2022-11-02
918,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,GOOB,no,2,22,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,2,H130,2022-11-02
919,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,MAST,no,2,22,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,2,H130,2022-11-02
920,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,OPHO,no,trace,22,NA,Oplopanax horridus,devil's club,NA,NA,NA,0.5,H130,2022-11-02
921,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,RHME,no,2,22,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,2,H130,2022-11-02
922,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,STSP,no,2,22,NA,Struthiopteris spicant,deer fern,NA,NA,NA,2,H130,2022-11-02
923,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,TITR,no,3,22,NA,Tiarella trifoliata,foam flower,NA,NA,NA,3,H130,2022-11-02
924,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,VAPA,no,20,22,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,20,H130,2022-11-02
925,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,VIXXSP,no,20,22,NA,Viola sp.,violet species,NA,NA,NA,20,H130,2022-11-02
926,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,CLUN,no,3,22,NA,Clintonia uniflora,queens cups,NA,NA,NA,3,H130,2022-11-02
927,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,MADI,no,2,22,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,2,H130,2022-11-02
928,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,MANE,no,15,22,NA,Mahonia nervosa ,low oregon grape,NA,NA,NA,15,H130,2022-11-02
929,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,COUN,no,1,22,NA,Cornus unalaschkensis,bunchberry,NA,NA,NA,1,H130,2022-11-02
930,2022-11-02T15:04:00Z,Charley Creek,WillowNorth,Willow,no,H,130,CCNWCH130,BRXXSP,no,trace,22,NA,Bromus sp.,Bromus species - grasses,NA,NA,NA,0.5,H130,2022-11-02
931,2023-10-25T14:40:00Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,ATFE,no,20,30,NA,Athyrium filix-femina,lady fern,NA,NA,NA,20,B020,2023-10-25
932,2023-10-25T14:40:00Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,CIAL,no,3,30,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,3,B020,2023-10-25
933,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,MADI,no,3,30,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,3,B020,2023-10-25
934,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,MAST,no,1,30,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,1,B020,2023-10-25
935,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,OPHO,no,15,30,NA,Oplopanax horridus,devil's club,NA,NA,NA,15,B020,2023-10-25
936,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,POMU,no,20,30,NA,Polystichum munitum,sword fern,NA,NA,NA,20,B020,2023-10-25
937,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,RHME,no,1,30,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,1,B020,2023-10-25
938,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,RUSP,no,3,30,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,3,B020,2023-10-25
939,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,STSP,no,2,30,NA,Struthiopteris spicant,deer fern,NA,NA,NA,2,B020,2023-10-25
940,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,TITR,no,3,30,NA,Tiarella trifoliata,foam flower,NA,NA,NA,3,B020,2023-10-25
941,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,VAPA,no,25,30,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,25,B020,2023-10-25
942,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,VIXXSP,no,2,30,NA,Viola sp.,violet species,NA,NA,NA,2,B020,2023-10-25
943,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,ROGY,no,3,30,NA,Rosa gymnocarpa,baldhip rose,NA,NA,common name looked up by beka,3,B020,2023-10-25
944,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,ACTR,no,2,30,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,2,B020,2023-10-25
945,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,PTAQ,no,3,30,NA,Pteridium aquilinum,bracken fern,NA,NA,NA,3,B020,2023-10-25
946,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,TOME,no,20,30,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,20,B020,2023-10-25
947,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,RUPE,no,1,30,NA,Rubus pedatus,creeping raspberry,NA,NA,NA,1,B020,2023-10-25
948,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,RIBR,no,5,30,NA,Ribes bracteosum,stink currant,NA,NA,NA,5,B020,2023-10-25
949,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,RUPA,no,2,30,NA,Rubus parviflorus,thimbleberry,NA,NA,NA,2,B020,2023-10-25
950,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,CAXXSP,no,1,30,Carex leptopoda,Carex sp.,sedge species,NA,NA,NA,1,B020,2023-10-25
951,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,ABAM,no,20,30,NA,Abies amabilis,Pacific silver fir,tree,NA,NA,20,B020,2023-10-25
952,2023-10-25T14:39:59Z,Charley Creek,BDAwest,BDA,yes,B,20,CCWBTB020,TSHE,no,5,30,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,5,B020,2023-10-25
953,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,ABAM,no,30,31,NA,Abies amabilis,Pacific silver fir,tree,NA,NA,30,B130,2023-10-25
954,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,TSHE,no,30,31,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,30,B130,2023-10-25
955,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,ATFE,no,10,31,NA,Athyrium filix-femina,lady fern,NA,NA,NA,10,B130,2023-10-25
956,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,CIAL,no,2,31,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,2,B130,2023-10-25
957,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,GATR,no,1,31,NA,Galium triflorum,galium,NA,NA,NA,1,B130,2023-10-25
958,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,GYDI,no,10,31,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,10,B130,2023-10-25
959,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,HYTE,no,2,31,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,2,B130,2023-10-25
960,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,MAST,no,1,31,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,1,B130,2023-10-25
961,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,OPHO,no,25,31,NA,Oplopanax horridus,devil's club,NA,NA,NA,25,B130,2023-10-25
962,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,POMU,no,25,31,NA,Polystichum munitum,sword fern,NA,NA,NA,25,B130,2023-10-25
963,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,RHME,no,3,31,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,3,B130,2023-10-25
964,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,RUSP,no,15,31,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,15,B130,2023-10-25
965,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,STSP,no,1,31,NA,Struthiopteris spicant,deer fern,NA,NA,NA,1,B130,2023-10-25
966,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,TITR,no,4,31,NA,Tiarella trifoliata,foam flower,NA,NA,NA,4,B130,2023-10-25
967,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,VIXXSP,no,1,31,NA,Viola sp.,violet species,NA,NA,NA,1,B130,2023-10-25
968,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,MICA,no,10,31,NA,Mitellastra caulescens,mitrewort,NA,NA,NA,10,B130,2023-10-25
969,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,CAXXSP,no,4,31,Carex leptopoda,Carex sp.,sedge species,NA,NA,NA,4,B130,2023-10-25
970,2023-10-25T14:15:00Z,Charley Creek,BDAwest,BDA,yes,B,130,CCWBTB130,TROV,no,1,31,NA,Trillium ovatum,trillium,NA,NA,NA,1,B130,2023-10-25
971,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,ABAM,no,50,31,NA,Abies amabilis,Pacific silver fir,tree,NA,NA,50,B075,2023-10-25
972,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,TSHE,no,20,31,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,20,B075,2023-10-25
973,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,ATFE,no,7,31,NA,Athyrium filix-femina,lady fern,NA,NA,NA,7,B075,2023-10-25
974,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,CIAL,no,1,31,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,1,B075,2023-10-25
975,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,MADI,no,2,31,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,2,B075,2023-10-25
976,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,OPHO,no,30,31,NA,Oplopanax horridus,devil's club,NA,NA,NA,30,B075,2023-10-25
977,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,POMU,no,50,31,NA,Polystichum munitum,sword fern,NA,NA,NA,50,B075,2023-10-25
978,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,RHME,no,2,31,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,2,B075,2023-10-25
979,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,RUSP,no,10,31,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,10,B075,2023-10-25
980,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,STSP,no,3,31,NA,Struthiopteris spicant,deer fern,NA,NA,NA,3,B075,2023-10-25
981,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,TITR,no,5,31,NA,Tiarella trifoliata,foam flower,NA,NA,NA,5,B075,2023-10-25
982,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,VAPA,no,8,31,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,8,B075,2023-10-25
983,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,MICA,no,2,31,NA,Mitellastra caulescens,mitrewort,NA,NA,NA,2,B075,2023-10-25
984,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,CAXXSP,no,10,31,Carex leptopoda,Carex sp.,sedge species,NA,NA,NA,10,B075,2023-10-25
985,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,TROV,no,1,31,NA,Trillium ovatum,trillium,NA,NA,NA,1,B075,2023-10-25
986,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,DREX,no,2,31,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,2,B075,2023-10-25
987,2023-10-25T14:25:00Z,Charley Creek,BDAwest,BDA,yes,B,75,CCWBTB075,RIBR,no,2,31,NA,Ribes bracteosum,stink currant,NA,NA,NA,2,B075,2023-10-25
988,2023-10-25T12:19:00Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,PSME,no,50,32,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,50,F130,2023-10-25
989,2023-10-25T12:19:00Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,TSHE,no,45,32,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,45,F130,2023-10-25
990,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,ATFE,no,1,32,NA,Athyrium filix-femina,lady fern,NA,NA,NA,1,F130,2023-10-25
991,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,CIAL,no,3,32,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,3,F130,2023-10-25
992,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,GYDI,no,trace,32,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,0.5,F130,2023-10-25
993,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,GOOB,no,trace,32,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,0.5,F130,2023-10-25
994,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,MADI,no,trace,32,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,0.5,F130,2023-10-25
995,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,MAST,no,1,32,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,1,F130,2023-10-25
996,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,OPHO,no,3,32,NA,Oplopanax horridus,devil's club,NA,NA,NA,3,F130,2023-10-25
997,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,RUSP,no,1,32,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,1,F130,2023-10-25
998,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,STSP,no,2,32,NA,Struthiopteris spicant,deer fern,NA,NA,NA,2,F130,2023-10-25
999,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,TITR,no,20,32,NA,Tiarella trifoliata,foam flower,NA,NA,NA,20,F130,2023-10-25
1000,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,VAPA,no,5,32,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,5,F130,2023-10-25
1001,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,VIXXSP,no,2,32,NA,Viola sp.,violet species,NA,NA,NA,2,F130,2023-10-25
1002,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,PRHO,no,trace,32,NA,Prosartes hookeri,Hooker's fairy bell,NA,NA,NA,0.5,F130,2023-10-25
1003,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,DREX,no,trace,32,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,0.5,F130,2023-10-25
1004,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,COUN,no,1,32,NA,Cornus unalaschkensis,bunchberry,NA,NA,NA,1,F130,2023-10-25
1005,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,RUPE,no,1,32,NA,Rubus pedatus,creeping raspberry,NA,NA,NA,1,F130,2023-10-25
1006,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,HILA,no,trace,32,NA,Hieracium lachenalii,common hawkweed,NA,NA,NA,0.5,F130,2023-10-25
1007,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,ADBI,no,1,32,NA,Adenocaulon bicolor,trail plant or pathfinder,NA,NA,NA,1,F130,2023-10-25
1008,2023-10-25T12:18:59Z,Charley Creek,BDAwest,BDA,no,F,130,CCWBCF130,LUPA,no,trace,32,NA,Luzula parviflora,small-flowered woodrush,NA,NA,NA,0.5,F130,2023-10-25
1009,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,TSHE,no,85,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Tsuga heterophylla,western hemlock,tree,NA,NA,85,F075,2023-10-25
1010,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,ATFE,no,1,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Athyrium filix-femina,lady fern,NA,NA,NA,1,F075,2023-10-25
1011,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,GOOB,no,1,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,1,F075,2023-10-25
1012,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,MADI,no,1,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,F075,2023-10-25
